ledger_id,artifact_path,record_id,metric_or_term,source_ids,upstream_ids,classification,review_status,cutoff_status,notes
P7L-00662,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00299,record,SRC-001;SRC-002;SRC-003,P7CT-0075,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00663,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00300,record,SRC-001;SRC-002;SRC-003,P7CT-0075,analyst_warning,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00664,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00301,record,SRC-001;SRC-002;SRC-003,P7CT-0076,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00665,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00302,record,SRC-001;SRC-002;SRC-003,P7CT-0076,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00666,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00303,record,SRC-001;SRC-002;SRC-003,P7CT-0076,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00667,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00304,record,SRC-001;SRC-002;SRC-003,P7CT-0076,analyst_warning,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00668,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00305,record,SRC-001;SRC-002;SRC-003,P7CT-0077,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00669,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00306,record,SRC-001;SRC-002;SRC-003,P7CT-0077,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00670,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00307,record,SRC-001;SRC-002;SRC-003,P7CT-0077,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00671,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00308,record,SRC-001;SRC-002;SRC-003,P7CT-0077,analyst_warning,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00672,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00309,record,SRC-001;SRC-002;SRC-003,P7CT-0078,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00673,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00310,record,SRC-001;SRC-002;SRC-003,P7CT-0078,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00674,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00311,record,SRC-001;SRC-002;SRC-003,P7CT-0078,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00675,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00312,record,SRC-001;SRC-002;SRC-003,P7CT-0078,analyst_warning,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00676,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00313,record,SRC-001;SRC-002;SRC-003,P7CT-0079,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00677,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00314,record,SRC-001;SRC-002;SRC-003,P7CT-0079,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00678,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00315,record,SRC-001;SRC-002;SRC-003,P7CT-0079,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00679,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00316,record,SRC-001;SRC-002;SRC-003,P7CT-0079,analyst_warning,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00680,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00317,record,SRC-001;SRC-002;SRC-003,P7CT-0080,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00681,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00318,record,SRC-001;SRC-002;SRC-003,P7CT-0080,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00682,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00319,record,SRC-001;SRC-002;SRC-003,P7CT-0080,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00683,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00320,record,SRC-001;SRC-002;SRC-003,P7CT-0080,analyst_warning,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00684,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00321,record,SRC-001;SRC-002;SRC-003,P7CT-0081,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00685,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00322,record,SRC-001;SRC-002;SRC-003,P7CT-0081,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00686,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00323,record,SRC-001;SRC-002;SRC-003,P7CT-0081,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00687,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00324,record,SRC-001;SRC-002;SRC-003,P7CT-0081,analyst_warning,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00688,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00325,record,SRC-001;SRC-002;SRC-003,P7CT-0082,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00689,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00326,record,SRC-001;SRC-002;SRC-003,P7CT-0082,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00690,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00327,record,SRC-001;SRC-002;SRC-003,P7CT-0082,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00691,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00328,record,SRC-001;SRC-002;SRC-003,P7CT-0082,analyst_warning,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00692,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00329,record,SRC-001;SRC-002;SRC-003,P7CT-0083,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00693,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00330,record,SRC-001;SRC-002;SRC-003,P7CT-0083,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00694,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00331,record,SRC-001;SRC-002;SRC-003,P7CT-0083,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00695,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00332,record,SRC-001;SRC-002;SRC-003,P7CT-0083,analyst_warning,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00696,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00333,record,SRC-001;SRC-002;SRC-003,P7CT-0084,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00697,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00334,record,SRC-001;SRC-002;SRC-003,P7CT-0084,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00698,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00335,record,SRC-001;SRC-002;SRC-003,P7CT-0084,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00699,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00336,record,SRC-001;SRC-002;SRC-003,P7CT-0084,analyst_warning,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00700,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00337,record,SRC-001;SRC-002;SRC-003,P7CT-0085,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00701,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00338,record,SRC-001;SRC-002;SRC-003,P7CT-0085,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00702,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00339,record,SRC-001;SRC-002;SRC-003,P7CT-0085,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00703,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00340,record,SRC-001;SRC-002;SRC-003,P7CT-0085,analyst_warning,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00704,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00341,record,SRC-001;SRC-002;SRC-003,P7CT-0086,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00705,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00342,record,SRC-001;SRC-002;SRC-003,P7CT-0086,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00706,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00343,record,SRC-001;SRC-002;SRC-003,P7CT-0086,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00707,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00344,record,SRC-001;SRC-002;SRC-003,P7CT-0086,analyst_warning,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00708,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00345,record,SRC-001;SRC-002;SRC-003,P7CT-0087,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00709,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00346,record,SRC-001;SRC-002;SRC-003,P7CT-0087,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00710,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00347,record,SRC-001;SRC-002;SRC-003,P7CT-0087,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00711,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00348,record,SRC-001;SRC-002;SRC-003,P7CT-0087,analyst_warning,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00712,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00349,record,SRC-001;SRC-002;SRC-003,P7CT-0088,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00713,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00350,record,SRC-001;SRC-002;SRC-003,P7CT-0088,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00714,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00351,record,SRC-001;SRC-002;SRC-003,P7CT-0088,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00715,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00352,record,SRC-001;SRC-002;SRC-003,P7CT-0088,analyst_warning,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00716,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00353,record,SRC-001;SRC-002;SRC-003,P7CT-0089,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00717,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00354,record,SRC-001;SRC-002;SRC-003,P7CT-0089,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00718,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00355,record,SRC-001;SRC-002;SRC-003,P7CT-0089,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00719,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00356,record,SRC-001;SRC-002;SRC-003,P7CT-0089,analyst_warning,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00720,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00357,record,SRC-001;SRC-002;SRC-003,P7CT-0090,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00721,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00358,record,SRC-001;SRC-002;SRC-003,P7CT-0090,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00722,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00359,record,SRC-001;SRC-002;SRC-003,P7CT-0090,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00723,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00360,record,SRC-001;SRC-002;SRC-003,P7CT-0090,analyst_warning,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00724,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00361,record,SRC-001;SRC-002;SRC-003,P7CT-0091,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00725,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00362,record,SRC-001;SRC-002;SRC-003,P7CT-0091,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00726,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00363,record,SRC-001;SRC-002;SRC-003,P7CT-0091,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00727,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00364,record,SRC-001;SRC-002;SRC-003,P7CT-0091,analyst_warning,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00728,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00365,record,SRC-001;SRC-002;SRC-003,P7CT-0092,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00729,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00366,record,SRC-001;SRC-002;SRC-003,P7CT-0092,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00730,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00367,record,SRC-001;SRC-002;SRC-003,P7CT-0092,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00731,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00368,record,SRC-001;SRC-002;SRC-003,P7CT-0092,analyst_warning,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00732,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00369,record,SRC-001;SRC-002;SRC-003,P7CT-0093,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00733,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00370,record,SRC-001;SRC-002;SRC-003,P7CT-0093,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00734,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00371,record,SRC-001;SRC-002;SRC-003,P7CT-0093,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00735,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00372,record,SRC-001;SRC-002;SRC-003,P7CT-0093,analyst_warning,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00736,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00373,record,SRC-001;SRC-002;SRC-003,P7CT-0094,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00737,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00374,record,SRC-001;SRC-002;SRC-003,P7CT-0094,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00738,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00375,record,SRC-001;SRC-002;SRC-003,P7CT-0094,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00739,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00376,record,SRC-001;SRC-002;SRC-003,P7CT-0094,analyst_warning,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00740,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00377,record,SRC-001;SRC-002;SRC-003,P7CT-0095,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
