maturity_id,structure,case_id,amortization_case,fiscal_bucket,obligation_category,amount,units,measurement_basis,status,source_ids,owner_review_status,notes
MT-0181,proposed,CC-REF,AMORT-15,FINAL_12M_TO_2031-01-31,total_funded_principal_due_on_maturity_date,216.77271875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0182,proposed,CC-REF,AMORT-15,FINAL_12M_TO_2031-01-31,total_funded_principal_payments_during_period,289.89771875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0183,proposed,CC-REF,AMORT-15,FINAL_12M_TO_2031-01-31,revolver_unchanged_through_maturity_assumption,29.89771875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0184,proposed,CC-REF,AMORT-15,FINAL_12M_TO_2031-01-31,retained_finance_leases_and_other_debt_maturities,,USD_millions,reported_undiscounted_contractual_payments_separate_from_funded_principal,not_determinable_from_annual_maturity_buckets,SRC-001,owner_reviewed_for_phase5_testing,The public annual maturity buckets do not support an exact allocation to this period.
MT-0185,proposed,CC-HIGH,AMORT-5,FY2031_maturity_reporting_year,term_principal_outstanding_at_beginning_of_period,495.625,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0186,proposed,CC-HIGH,AMORT-5,FY2031_maturity_reporting_year,revolver_principal_outstanding_at_beginning_of_period,85.0191875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0187,proposed,CC-HIGH,AMORT-5,FY2031_maturity_reporting_year,total_funded_principal_outstanding_at_beginning_of_period,580.6441875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0188,proposed,CC-HIGH,AMORT-5,FY2031_maturity_reporting_year,scheduled_term_principal_payments_during_period,8.125,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0189,proposed,CC-HIGH,AMORT-5,FY2031_maturity_reporting_year,final_scheduled_term_installment_due_on_maturity_date,8.125,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0190,proposed,CC-HIGH,AMORT-5,FY2031_maturity_reporting_year,post_installment_term_balloon,487.5,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0191,proposed,CC-HIGH,AMORT-5,FY2031_maturity_reporting_year,total_term_principal_due_on_maturity_date,495.625,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0192,proposed,CC-HIGH,AMORT-5,FY2031_maturity_reporting_year,revolver_principal_due_on_maturity_date,85.0191875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0193,proposed,CC-HIGH,AMORT-5,FY2031_maturity_reporting_year,total_funded_principal_due_on_maturity_date,580.6441875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0194,proposed,CC-HIGH,AMORT-5,FY2031_maturity_reporting_year,total_funded_principal_payments_during_period,580.6441875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0195,proposed,CC-HIGH,AMORT-5,FY2031_maturity_reporting_year,revolver_unchanged_through_maturity_assumption,85.0191875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0196,proposed,CC-HIGH,AMORT-5,FY2031_maturity_reporting_year,retained_finance_leases_and_other_debt_maturities,,USD_millions,reported_undiscounted_contractual_payments_separate_from_funded_principal,not_determinable_from_annual_maturity_buckets,SRC-001,owner_reviewed_for_phase5_testing,The public annual maturity buckets do not support an exact allocation to this period.
MT-0197,proposed,CC-HIGH,AMORT-5,FINAL_12M_TO_2031-01-31,term_principal_outstanding_at_beginning_of_period,520,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0198,proposed,CC-HIGH,AMORT-5,FINAL_12M_TO_2031-01-31,revolver_principal_outstanding_at_beginning_of_period,85.0191875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0199,proposed,CC-HIGH,AMORT-5,FINAL_12M_TO_2031-01-31,total_funded_principal_outstanding_at_beginning_of_period,605.0191875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0200,proposed,CC-HIGH,AMORT-5,FINAL_12M_TO_2031-01-31,scheduled_term_principal_payments_during_period,32.5,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0201,proposed,CC-HIGH,AMORT-5,FINAL_12M_TO_2031-01-31,final_scheduled_term_installment_due_on_maturity_date,8.125,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0202,proposed,CC-HIGH,AMORT-5,FINAL_12M_TO_2031-01-31,post_installment_term_balloon,487.5,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0203,proposed,CC-HIGH,AMORT-5,FINAL_12M_TO_2031-01-31,total_term_principal_due_on_maturity_date,495.625,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0204,proposed,CC-HIGH,AMORT-5,FINAL_12M_TO_2031-01-31,revolver_principal_due_on_maturity_date,85.0191875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0205,proposed,CC-HIGH,AMORT-5,FINAL_12M_TO_2031-01-31,total_funded_principal_due_on_maturity_date,580.6441875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0206,proposed,CC-HIGH,AMORT-5,FINAL_12M_TO_2031-01-31,total_funded_principal_payments_during_period,605.0191875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0207,proposed,CC-HIGH,AMORT-5,FINAL_12M_TO_2031-01-31,revolver_unchanged_through_maturity_assumption,85.0191875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0208,proposed,CC-HIGH,AMORT-5,FINAL_12M_TO_2031-01-31,retained_finance_leases_and_other_debt_maturities,,USD_millions,reported_undiscounted_contractual_payments_separate_from_funded_principal,not_determinable_from_annual_maturity_buckets,SRC-001,owner_reviewed_for_phase5_testing,The public annual maturity buckets do not support an exact allocation to this period.
MT-0209,proposed,CC-HIGH,AMORT-10,FY2031_maturity_reporting_year,term_principal_outstanding_at_beginning_of_period,341.25,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0210,proposed,CC-HIGH,AMORT-10,FY2031_maturity_reporting_year,revolver_principal_outstanding_at_beginning_of_period,85.0191875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0211,proposed,CC-HIGH,AMORT-10,FY2031_maturity_reporting_year,total_funded_principal_outstanding_at_beginning_of_period,426.2691875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0212,proposed,CC-HIGH,AMORT-10,FY2031_maturity_reporting_year,scheduled_term_principal_payments_during_period,16.25,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0213,proposed,CC-HIGH,AMORT-10,FY2031_maturity_reporting_year,final_scheduled_term_installment_due_on_maturity_date,16.25,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0214,proposed,CC-HIGH,AMORT-10,FY2031_maturity_reporting_year,post_installment_term_balloon,325,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0215,proposed,CC-HIGH,AMORT-10,FY2031_maturity_reporting_year,total_term_principal_due_on_maturity_date,341.25,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0216,proposed,CC-HIGH,AMORT-10,FY2031_maturity_reporting_year,revolver_principal_due_on_maturity_date,85.0191875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0217,proposed,CC-HIGH,AMORT-10,FY2031_maturity_reporting_year,total_funded_principal_due_on_maturity_date,426.2691875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0218,proposed,CC-HIGH,AMORT-10,FY2031_maturity_reporting_year,total_funded_principal_payments_during_period,426.2691875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0219,proposed,CC-HIGH,AMORT-10,FY2031_maturity_reporting_year,revolver_unchanged_through_maturity_assumption,85.0191875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0220,proposed,CC-HIGH,AMORT-10,FY2031_maturity_reporting_year,retained_finance_leases_and_other_debt_maturities,,USD_millions,reported_undiscounted_contractual_payments_separate_from_funded_principal,not_determinable_from_annual_maturity_buckets,SRC-001,owner_reviewed_for_phase5_testing,The public annual maturity buckets do not support an exact allocation to this period.
MT-0221,proposed,CC-HIGH,AMORT-10,FINAL_12M_TO_2031-01-31,term_principal_outstanding_at_beginning_of_period,390,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0222,proposed,CC-HIGH,AMORT-10,FINAL_12M_TO_2031-01-31,revolver_principal_outstanding_at_beginning_of_period,85.0191875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0223,proposed,CC-HIGH,AMORT-10,FINAL_12M_TO_2031-01-31,total_funded_principal_outstanding_at_beginning_of_period,475.0191875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0224,proposed,CC-HIGH,AMORT-10,FINAL_12M_TO_2031-01-31,scheduled_term_principal_payments_during_period,65,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0225,proposed,CC-HIGH,AMORT-10,FINAL_12M_TO_2031-01-31,final_scheduled_term_installment_due_on_maturity_date,16.25,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0226,proposed,CC-HIGH,AMORT-10,FINAL_12M_TO_2031-01-31,post_installment_term_balloon,325,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0227,proposed,CC-HIGH,AMORT-10,FINAL_12M_TO_2031-01-31,total_term_principal_due_on_maturity_date,341.25,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0228,proposed,CC-HIGH,AMORT-10,FINAL_12M_TO_2031-01-31,revolver_principal_due_on_maturity_date,85.0191875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0229,proposed,CC-HIGH,AMORT-10,FINAL_12M_TO_2031-01-31,total_funded_principal_due_on_maturity_date,426.2691875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0230,proposed,CC-HIGH,AMORT-10,FINAL_12M_TO_2031-01-31,total_funded_principal_payments_during_period,475.0191875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0231,proposed,CC-HIGH,AMORT-10,FINAL_12M_TO_2031-01-31,revolver_unchanged_through_maturity_assumption,85.0191875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0232,proposed,CC-HIGH,AMORT-10,FINAL_12M_TO_2031-01-31,retained_finance_leases_and_other_debt_maturities,,USD_millions,reported_undiscounted_contractual_payments_separate_from_funded_principal,not_determinable_from_annual_maturity_buckets,SRC-001,owner_reviewed_for_phase5_testing,The public annual maturity buckets do not support an exact allocation to this period.
MT-0233,proposed,CC-HIGH,AMORT-15,FY2031_maturity_reporting_year,term_principal_outstanding_at_beginning_of_period,186.875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0234,proposed,CC-HIGH,AMORT-15,FY2031_maturity_reporting_year,revolver_principal_outstanding_at_beginning_of_period,85.0191875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0235,proposed,CC-HIGH,AMORT-15,FY2031_maturity_reporting_year,total_funded_principal_outstanding_at_beginning_of_period,271.8941875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0236,proposed,CC-HIGH,AMORT-15,FY2031_maturity_reporting_year,scheduled_term_principal_payments_during_period,24.375,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0237,proposed,CC-HIGH,AMORT-15,FY2031_maturity_reporting_year,final_scheduled_term_installment_due_on_maturity_date,24.375,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0238,proposed,CC-HIGH,AMORT-15,FY2031_maturity_reporting_year,post_installment_term_balloon,162.5,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0239,proposed,CC-HIGH,AMORT-15,FY2031_maturity_reporting_year,total_term_principal_due_on_maturity_date,186.875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0240,proposed,CC-HIGH,AMORT-15,FY2031_maturity_reporting_year,revolver_principal_due_on_maturity_date,85.0191875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0241,proposed,CC-HIGH,AMORT-15,FY2031_maturity_reporting_year,total_funded_principal_due_on_maturity_date,271.8941875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0242,proposed,CC-HIGH,AMORT-15,FY2031_maturity_reporting_year,total_funded_principal_payments_during_period,271.8941875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0243,proposed,CC-HIGH,AMORT-15,FY2031_maturity_reporting_year,revolver_unchanged_through_maturity_assumption,85.0191875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0244,proposed,CC-HIGH,AMORT-15,FY2031_maturity_reporting_year,retained_finance_leases_and_other_debt_maturities,,USD_millions,reported_undiscounted_contractual_payments_separate_from_funded_principal,not_determinable_from_annual_maturity_buckets,SRC-001,owner_reviewed_for_phase5_testing,The public annual maturity buckets do not support an exact allocation to this period.
MT-0245,proposed,CC-HIGH,AMORT-15,FINAL_12M_TO_2031-01-31,term_principal_outstanding_at_beginning_of_period,260,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0246,proposed,CC-HIGH,AMORT-15,FINAL_12M_TO_2031-01-31,revolver_principal_outstanding_at_beginning_of_period,85.0191875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0247,proposed,CC-HIGH,AMORT-15,FINAL_12M_TO_2031-01-31,total_funded_principal_outstanding_at_beginning_of_period,345.0191875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0248,proposed,CC-HIGH,AMORT-15,FINAL_12M_TO_2031-01-31,scheduled_term_principal_payments_during_period,97.5,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0249,proposed,CC-HIGH,AMORT-15,FINAL_12M_TO_2031-01-31,final_scheduled_term_installment_due_on_maturity_date,24.375,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0250,proposed,CC-HIGH,AMORT-15,FINAL_12M_TO_2031-01-31,post_installment_term_balloon,162.5,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0251,proposed,CC-HIGH,AMORT-15,FINAL_12M_TO_2031-01-31,total_term_principal_due_on_maturity_date,186.875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0252,proposed,CC-HIGH,AMORT-15,FINAL_12M_TO_2031-01-31,revolver_principal_due_on_maturity_date,85.0191875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0253,proposed,CC-HIGH,AMORT-15,FINAL_12M_TO_2031-01-31,total_funded_principal_due_on_maturity_date,271.8941875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0254,proposed,CC-HIGH,AMORT-15,FINAL_12M_TO_2031-01-31,total_funded_principal_payments_during_period,345.0191875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0255,proposed,CC-HIGH,AMORT-15,FINAL_12M_TO_2031-01-31,revolver_unchanged_through_maturity_assumption,85.0191875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0256,proposed,CC-HIGH,AMORT-15,FINAL_12M_TO_2031-01-31,retained_finance_leases_and_other_debt_maturities,,USD_millions,reported_undiscounted_contractual_payments_separate_from_funded_principal,not_determinable_from_annual_maturity_buckets,SRC-001,owner_reviewed_for_phase5_testing,The public annual maturity buckets do not support an exact allocation to this period.
