record_id,artifact_path,record_type,source_or_assumption_id,source_type,source_date,forecast_period,units,original_value,normalized_value,classification,review_status,formula_or_transformation,upstream_artifact,source_ids,limitation_or_rationale
LED-O-CM-0095,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0095,formula_calculated_forecast_output,,FY2029,USD_millions,,-22.8777093082578138588683436,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Negative cash use based on modeled average debt.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Negative cash use based on modeled average debt.
LED-O-CM-0096,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0096,formula_calculated_forecast_output,,FY2029,USD_millions,,114.9870470336345255042947484,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,"EBITDA less cash taxes, working-capital investment, other operating uses and cash interest; not an official GAAP forecast.",data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,"EBITDA less cash taxes, working-capital investment, other operating uses and cash interest; not an official GAAP forecast."
LED-O-CM-0097,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0097,formula_calculated_forecast_output,,FY2029,USD_millions,,67.8189391392393800374303636,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Modeled CFO proxy less capital expenditures.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Modeled CFO proxy less capital expenditures.
LED-O-CM-0098,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0098,formula_calculated_forecast_output,,FY2029,USD_millions,,18.75,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Required term principal paid in modeled periods.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Required term principal paid in modeled periods.
LED-O-CM-0099,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0099,formula_calculated_forecast_output,,FY2029,USD_millions,,0,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Provisional annual term sweep after revolver repayment.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Provisional annual term sweep after revolver repayment.
LED-O-CM-0100,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0100,formula_calculated_forecast_output,,FY2029,USD_millions,,-10.875,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Negative cash use.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Negative cash use.
LED-O-CM-0101,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0101,formula_calculated_forecast_output,,FY2029,USD_millions,,-3.75,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Negative cash use.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Negative cash use.
LED-O-CM-0102,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0102,formula_calculated_forecast_output,,FY2029,USD_millions,,432.7492812067100176549274129,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Term plus revolver principal after modeled payments.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Term plus revolver principal after modeled payments.
LED-O-CM-0103,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0103,formula_calculated_forecast_output,,FY2029,USD_millions,,495.3682812067100176549274129,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Bank principal plus conservative retained debt opening proxy.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Bank principal plus conservative retained debt opening proxy.
LED-O-CM-0104,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0104,formula_calculated_forecast_output,,FY2029,USD_millions,,495.3682812067100176549274129,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Gross debt less modeled cash above the operating floor only.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Gross debt less modeled cash above the operating floor only.
LED-O-CM-0105,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0105,formula_calculated_forecast_output,,FY2029,USD_millions,,376.4871140911493572783441402,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Minimum quarter-observed capacity after LCs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Minimum quarter-observed capacity after LCs.
LED-O-CM-0106,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0106,formula_calculated_forecast_output,,FY2029,USD_millions,,376.4871140911493572783441402,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Cash above floor plus available revolver; not contractual liquidity.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Cash above floor plus available revolver; not contractual liquidity.
LED-O-CM-0107,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0107,formula_calculated_forecast_output,,FY2029,USD_millions,,92.31288590885064272165585984,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Maximum ending monthly revolver balance.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Maximum ending monthly revolver balance.
LED-O-CM-0108,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0108,formula_calculated_forecast_output,,FY2029,USD_millions,,432.7492812067100176549274129,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Debt due at maturity not covered by modeled cash above floor.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Debt due at maturity not covered by modeled cash above floor.
LED-O-CM-0109,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0109,formula_calculated_forecast_output,,FY2029,USD_millions,,,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,"Proposed unused-commitment, LC and fronting fees are unavailable.",data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Excluded rather than entered as zero; modeled cash flow and liquidity are before these fees.
LED-O-CM-0110,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0110,formula_calculated_forecast_output,,FY2029,turns,,3.124849255661119361785755723,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Ending gross funded debt / same-coverage EBITDA.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Ending gross funded debt / same-coverage EBITDA.
LED-O-CM-0111,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0111,formula_calculated_forecast_output,,FY2029,turns,,3.124849255661119361785755723,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Book-cash diagnostic only; not covenant or lender net leverage.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Book-cash diagnostic only; not covenant or lender net leverage.
LED-O-CM-0112,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0112,formula_calculated_forecast_output,,FY2029,turns,,6.929255671227639939680509972,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Modeled EBITDA / modeled bank cash interest.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Modeled EBITDA / modeled bank cash interest.
LED-O-CM-0113,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0113,formula_calculated_forecast_output,,FY2029,turns,,3.96441126274647714089701708,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,CFADS before cash interest / modeled bank cash interest.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,CFADS before cash interest / modeled bank cash interest.
LED-O-CM-0114,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0114,formula_calculated_forecast_output,,FY2029,turns,,1.950414834295310062981792,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,"CFADS before interest / bank interest, scheduled term principal and retained-obligation payments.",data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,"CFADS before interest / bank interest, scheduled term principal and retained-obligation payments."
LED-O-CM-0115,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0115,formula_calculated_forecast_output,,FY2029,turns,,0.2321243636220060973218652195,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Modeled CFO proxy / ending gross funded debt.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Modeled CFO proxy / ending gross funded debt.
LED-O-CM-0116,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0116,formula_calculated_forecast_output,,FY2029,turns,,0.1369060993853571295099048627,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Modeled FCF proxy / ending gross funded debt.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Modeled FCF proxy / ending gross funded debt.
LED-O-CM-0117,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0117,formula_calculated_forecast_output,,FY2026,USD_millions,,1437.561060075,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Sum modeled-quarter revenue.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Sum modeled-quarter revenue.
LED-O-CM-0118,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0118,formula_calculated_forecast_output,,FY2026,USD_millions,,190.2486370271889141942985599,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Sum formula-calculated lender-base EBITDA; no top-down EBITDA growth.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Sum formula-calculated lender-base EBITDA; no top-down EBITDA growth.
LED-O-CM-0119,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0119,formula_calculated_forecast_output,,FY2026,percent,,13.23412565287928152106729287,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,EBITDA / revenue.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,EBITDA / revenue.
LED-O-CM-0120,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0120,formula_calculated_forecast_output,,FY2026,USD_millions,,-27.33136245836175354857463998,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Negative cash use.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Negative cash use.
LED-O-CM-0121,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0121,formula_calculated_forecast_output,,FY2026,USD_millions,,-0.2357355380811638989187433,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Positive is cash contribution; negative is use.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Positive is cash contribution; negative is use.
LED-O-CM-0122,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0122,formula_calculated_forecast_output,,FY2026,USD_millions,,-50.314637102625,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Negative cash use.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Negative cash use.
LED-O-CM-0123,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0123,formula_calculated_forecast_output,,FY2026,USD_millions,,111.6669019281209967468051766,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,"EBITDA less modeled taxes, capex, working-capital investment and identified cash uses.",data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,"EBITDA less modeled taxes, capex, working-capital investment and identified cash uses."
LED-O-CM-0124,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0124,formula_calculated_forecast_output,,FY2026,USD_millions,,-32.07260464845616279376728804,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Negative cash use based on modeled average debt.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Negative cash use based on modeled average debt.
LED-O-CM-0125,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0125,formula_calculated_forecast_output,,FY2026,USD_millions,,129.9089343822898339530378886,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,"EBITDA less cash taxes, working-capital investment, other operating uses and cash interest; not an official GAAP forecast.",data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,"EBITDA less cash taxes, working-capital investment, other operating uses and cash interest; not an official GAAP forecast."
LED-O-CM-0126,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0126,formula_calculated_forecast_output,,FY2026,USD_millions,,79.59429727966483395303788862,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Modeled CFO proxy less capital expenditures.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Modeled CFO proxy less capital expenditures.
LED-O-CM-0127,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0127,formula_calculated_forecast_output,,FY2026,USD_millions,,48.75,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Required term principal paid in modeled periods.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Required term principal paid in modeled periods.
LED-O-CM-0128,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0128,formula_calculated_forecast_output,,FY2026,USD_millions,,0,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Provisional annual term sweep after revolver repayment.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Provisional annual term sweep after revolver repayment.
LED-O-CM-0129,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0129,formula_calculated_forecast_output,,FY2026,USD_millions,,-10.875,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Negative cash use.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Negative cash use.
LED-O-CM-0130,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0130,formula_calculated_forecast_output,,FY2026,USD_millions,,-3.75,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Negative cash use.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Negative cash use.
LED-O-CM-0131,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0131,formula_calculated_forecast_output,,FY2026,USD_millions,,621.1916714703351660469621114,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Term plus revolver principal after modeled payments.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Term plus revolver principal after modeled payments.
LED-O-CM-0132,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0132,formula_calculated_forecast_output,,FY2026,USD_millions,,683.8106714703351660469621114,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Bank principal plus conservative retained debt opening proxy.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Bank principal plus conservative retained debt opening proxy.
LED-O-CM-0133,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0133,formula_calculated_forecast_output,,FY2026,USD_millions,,683.8106714703351660469621114,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Gross debt less modeled cash above the operating floor only.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Gross debt less modeled cash above the operating floor only.
LED-O-CM-0134,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0134,formula_calculated_forecast_output,,FY2026,USD_millions,,263.90228125,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Minimum quarter-observed capacity after LCs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Minimum quarter-observed capacity after LCs.
LED-O-CM-0135,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0135,formula_calculated_forecast_output,,FY2026,USD_millions,,263.90228125,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Cash above floor plus available revolver; not contractual liquidity.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Cash above floor plus available revolver; not contractual liquidity.
LED-O-CM-0136,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0136,formula_calculated_forecast_output,,FY2026,USD_millions,,29.89771875,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Maximum ending monthly revolver balance.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Maximum ending monthly revolver balance.
LED-O-CM-0137,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0137,formula_calculated_forecast_output,,FY2026,USD_millions,,0,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Debt due at maturity not covered by modeled cash above floor.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Debt due at maturity not covered by modeled cash above floor.
LED-O-CM-0138,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0138,formula_calculated_forecast_output,,FY2026,USD_millions,,,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,"Proposed unused-commitment, LC and fronting fees are unavailable.",data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Excluded rather than entered as zero; modeled cash flow and liquidity are before these fees.
LED-O-CM-0139,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0139,formula_calculated_forecast_output,,FY2026,turns,,3.59429997583956437183458407,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Ending gross funded debt / same-coverage EBITDA.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Ending gross funded debt / same-coverage EBITDA.
LED-O-CM-0140,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0140,formula_calculated_forecast_output,,FY2026,turns,,3.59429997583956437183458407,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Book-cash diagnostic only; not covenant or lender net leverage.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Book-cash diagnostic only; not covenant or lender net leverage.
LED-O-CM-0141,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0141,formula_calculated_forecast_output,,FY2026,turns,,5.93181124864913848212551769,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Modeled EBITDA / modeled bank cash interest.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Modeled EBITDA / modeled bank cash interest.
LED-O-CM-0142,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0142,formula_calculated_forecast_output,,FY2026,turns,,3.481691092821678921437779616,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,CFADS before cash interest / modeled bank cash interest.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,CFADS before cash interest / modeled bank cash interest.
LED-O-CM-0143,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0143,formula_calculated_forecast_output,,FY2026,turns,,1.282262227073413706012333783,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,"CFADS before interest / bank interest, scheduled term principal and retained-obligation payments.",data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,"CFADS before interest / bank interest, scheduled term principal and retained-obligation payments."
LED-O-CM-0144,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0144,formula_calculated_forecast_output,,FY2026,turns,,0.1899779278129114392394359188,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Modeled CFO proxy / ending gross funded debt.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Modeled CFO proxy / ending gross funded debt.
LED-O-CM-0145,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0145,formula_calculated_forecast_output,,FY2026,turns,,0.116398150248987106883158443,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Modeled FCF proxy / ending gross funded debt.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Modeled FCF proxy / ending gross funded debt.
LED-O-CM-0146,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0146,formula_calculated_forecast_output,,FY2027,USD_millions,,1837.549119098525625,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Sum modeled-quarter revenue.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Sum modeled-quarter revenue.
LED-O-CM-0147,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0147,formula_calculated_forecast_output,,FY2027,USD_millions,,222.268103897038561074375,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Sum formula-calculated lender-base EBITDA; no top-down EBITDA growth.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Sum formula-calculated lender-base EBITDA; no top-down EBITDA growth.
LED-O-CM-0148,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0148,formula_calculated_forecast_output,,FY2027,percent,,12.0959,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,EBITDA / revenue.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,EBITDA / revenue.
LED-O-CM-0149,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0149,formula_calculated_forecast_output,,FY2027,USD_millions,,-29.70719722118608914796875,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Negative cash use.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Negative cash use.
LED-O-CM-0150,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0150,formula_calculated_forecast_output,,FY2027,USD_millions,,0.006817535099935976732363,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Positive is cash contribution; negative is use.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Positive is cash contribution; negative is use.
LED-O-CM-0151,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0151,formula_calculated_forecast_output,,FY2027,USD_millions,,-64.314219168448396875,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Negative cash use.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Negative cash use.
LED-O-CM-0152,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0152,formula_calculated_forecast_output,,FY2027,USD_millions,,128.253505042504011028138613,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,"EBITDA less modeled taxes, capex, working-capital investment and identified cash uses.",data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,"EBITDA less modeled taxes, capex, working-capital investment and identified cash uses."
LED-O-CM-0153,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0153,formula_calculated_forecast_output,,FY2027,USD_millions,,-39.35432638131032218666777323,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Negative cash use based on modeled average debt.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Negative cash use based on modeled average debt.
LED-O-CM-0154,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0154,formula_calculated_forecast_output,,FY2027,USD_millions,,153.2133978296420857164708398,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,"EBITDA less cash taxes, working-capital investment, other operating uses and cash interest; not an official GAAP forecast.",data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,"EBITDA less cash taxes, working-capital investment, other operating uses and cash interest; not an official GAAP forecast."
LED-O-CM-0155,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0155,formula_calculated_forecast_output,,FY2027,USD_millions,,88.89917866119368884147083976,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Modeled CFO proxy less capital expenditures.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Modeled CFO proxy less capital expenditures.
LED-O-CM-0156,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0156,formula_calculated_forecast_output,,FY2027,USD_millions,,65,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Required term principal paid in modeled periods.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Required term principal paid in modeled periods.
LED-O-CM-0157,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0157,formula_calculated_forecast_output,,FY2027,USD_millions,,0,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Provisional annual term sweep after revolver repayment.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Provisional annual term sweep after revolver repayment.
LED-O-CM-0158,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0158,formula_calculated_forecast_output,,FY2027,USD_millions,,-14.5,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Negative cash use.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Negative cash use.
LED-O-CM-0159,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0159,formula_calculated_forecast_output,,FY2027,USD_millions,,-5,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Negative cash use.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Negative cash use.
LED-O-CM-0160,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0160,formula_calculated_forecast_output,,FY2027,USD_millions,,559.8234928091414772054912717,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Term plus revolver principal after modeled payments.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Term plus revolver principal after modeled payments.
LED-O-CM-0161,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0161,formula_calculated_forecast_output,,FY2027,USD_millions,,622.4424928091414772054912717,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Bank principal plus conservative retained debt opening proxy.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Bank principal plus conservative retained debt opening proxy.
LED-O-CM-0162,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0162,formula_calculated_forecast_output,,FY2027,USD_millions,,622.4424928091414772054912717,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Gross debt less modeled cash above the operating floor only.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Gross debt less modeled cash above the operating floor only.
