distress_event_id,scenario_id,structure,event_type,event_date,status,observed_value,threshold_or_rule,failed_obligation_type,amount_due,amount_paid,unpaid_amount,revolver_capacity_already_exhausted,drawability_shutoff_active,cash_available_before_payment,cash_remaining_after_payment,scenario_timing_convention,interim_failure_or_maturity_shortfall,sequence_number,classification,source_ids,upstream_ids,notes
P6E-0127,MODERATE_MITIGATED,existing,OPENING_REVOLVER_EXPOSURE,OPENING_POSITION,WARNING,207.39771875,opening balance,,,,,,,,,adverse_conservative,,1,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,MODERATE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0128,MODERATE_MITIGATED,existing,FIRST_INCREMENTAL_POST_CLOSING_DRAW,2026-02-28,WARNING,15.90059713996170328086272145,>0 incremental draw,,,,,no,no,,,adverse_conservative,,2,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-MODERATE_MITIGATED-E-0001,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0129,MODERATE_MITIGATED,existing,FIRST_REVOLVER_REPAYMENT,2026-06-30,WARNING,2.76825596663422680658422968,>0 repayment,,,,,no,no,,,adverse_conservative,,4,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-MODERATE_MITIGATED-E-0005,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0130,MODERATE_MITIGATED,existing,PEAK_SUBSEQUENT_PERIOD_END_REVOLVER,2026-05-31,WARNING,280.6912101311143832805002249,maximum modeled month-end balance after opening,,,,,no,no,,,adverse_conservative,,3,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-MODERATE_MITIGATED-E-0004,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0131,MODERATE_MITIGATED,existing,PEAK_REVOLVER_INCLUDING_OPENING,2026-05-31,WARNING,280.6912101311143832805002249,maximum of opening and subsequent month-end balances,,,,,no,no,,,adverse_conservative,,3,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-MODERATE_MITIGATED-E-0004,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0132,MODERATE_MITIGATED,existing,FIRST_LIQUIDITY_WARNING,,PASS,,usable liquidity <50,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,MODERATE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0133,MODERATE_MITIGATED,existing,FIRST_CASH_FLOOR_FAILURE,,PASS,,cash-floor shortfall >0,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,MODERATE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0134,MODERATE_MITIGATED,existing,FIRST_ANALYTICAL_LEVERAGE_FAILURE,2026-10-31,BREACHED_ANALYTICAL_THRESHOLD,3.88787232776573266878678681,above analytical threshold,,,,,no,no,,,adverse_conservative,,5,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-MODERATE_MITIGATED-E-0009,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0135,MODERATE_MITIGATED,existing,FIRST_ANALYTICAL_COVERAGE_FAILURE,,PASS,,below 3.00x,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,MODERATE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0136,MODERATE_MITIGATED,existing,FIRST_NO_WAIVER_DRAWABILITY_SHUTOFF,,NOT_APPLICABLE,,new draws unavailable,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,MODERATE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0137,MODERATE_MITIGATED,existing,FIRST_REVOLVER_CAPACITY_EXHAUSTION,,PASS,,nominal revolver availability <=0,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,MODERATE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0138,MODERATE_MITIGATED,existing,FIRST_MANDATORY_PAYMENT_FAILURE,,PASS,,"unpaid cash interest, scheduled term principal or retained mandatory obligation",,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,MODERATE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0139,MODERATE_MITIGATED,existing,FIRST_SCHEDULED_INTEREST_FAILURE,,PASS,,cash-interest shortfall >0,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,MODERATE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0140,MODERATE_MITIGATED,existing,FIRST_SCHEDULED_PRINCIPAL_FAILURE,,PASS,,scheduled-term-principal shortfall >0,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,MODERATE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0141,MODERATE_MITIGATED,existing,FIRST_RETAINED_OBLIGATION_FAILURE,,PASS,,retained-obligation shortfall >0,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,MODERATE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0142,MODERATE_MITIGATED,existing,FIRST_DISTRIBUTION_RESTRICTION_FLAG,,PASS,,narrow or broad analytical flag; not a payment default,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,MODERATE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0143,MODERATE_MITIGATED,existing,EXISTING_MATURITY_SHORTFALL,2029-07-31,MATURITY_SHORTFALL,494.6720104641684677507816819,unfunded at existing maturity,MATURITY_PRINCIPAL,494.6720104641684677507816819,0,494.6720104641684677507816819,no,no,,,adverse_conservative,maturity_shortfall,6,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-MODERATE_MITIGATED-E-0042,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0144,MODERATE_MITIGATED,existing,PROPOSED_MATURITY_SHORTFALL,,NOT_APPLICABLE,,unfunded at proposed maturity,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,MODERATE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0145,SEVERE_MITIGATED,proposed,OPENING_REVOLVER_EXPOSURE,OPENING_POSITION,WARNING,29.89771875,opening balance,,,,,,,,,adverse_conservative,,1,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,SEVERE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0146,SEVERE_MITIGATED,proposed,FIRST_INCREMENTAL_POST_CLOSING_DRAW,2026-02-28,WARNING,23.8917026994835599367669523,>0 incremental draw,,,,,no,no,,,adverse_conservative,,2,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_MITIGATED-P-0001,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0147,SEVERE_MITIGATED,proposed,FIRST_REVOLVER_REPAYMENT,2026-06-30,WARNING,0.77454439013341762675831531,>0 repayment,,,,,no,no,,,adverse_conservative,,3,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_MITIGATED-P-0005,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0148,SEVERE_MITIGATED,proposed,PEAK_SUBSEQUENT_PERIOD_END_REVOLVER,2027-06-30,WARNING,293.8,maximum modeled month-end balance after opening,,,,,yes,no,,,adverse_conservative,,7,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_MITIGATED-P-0017,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0149,SEVERE_MITIGATED,proposed,PEAK_REVOLVER_INCLUDING_OPENING,2027-06-30,WARNING,293.8,maximum of opening and subsequent month-end balances,,,,,yes,no,,,adverse_conservative,,7,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_MITIGATED-P-0017,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0150,SEVERE_MITIGATED,proposed,FIRST_LIQUIDITY_WARNING,2026-08-31,BREACHED_ANALYTICAL_THRESHOLD,48.8109597617242347371665617,usable liquidity <50,,,,,no,no,,,adverse_conservative,,4,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_MITIGATED-P-0007,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0151,SEVERE_MITIGATED,proposed,FIRST_CASH_FLOOR_FAILURE,2027-06-30,LIQUIDITY_FAILURE,1.8733829184480393199316912,cash-floor shortfall >0,,,,,yes,no,,,adverse_conservative,,7,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_MITIGATED-P-0017,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0152,SEVERE_MITIGATED,proposed,FIRST_ANALYTICAL_LEVERAGE_FAILURE,2026-10-31,BREACHED_ANALYTICAL_THRESHOLD,5.727518854177526064573666203,above analytical threshold,,,,,no,no,,,adverse_conservative,,5,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_MITIGATED-P-0009,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0153,SEVERE_MITIGATED,proposed,FIRST_ANALYTICAL_COVERAGE_FAILURE,2027-01-31,BREACHED_ANALYTICAL_THRESHOLD,1.829118129131300703234467926,below 3.00x,,,,,no,no,,,adverse_conservative,,6,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_MITIGATED-P-0012,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0154,SEVERE_MITIGATED,proposed,FIRST_NO_WAIVER_DRAWABILITY_SHUTOFF,,NOT_APPLICABLE,,new draws unavailable,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,SEVERE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0155,SEVERE_MITIGATED,proposed,FIRST_REVOLVER_CAPACITY_EXHAUSTION,2027-06-30,LIQUIDITY_FAILURE,0,nominal revolver availability <=0,,,,,yes,no,,,adverse_conservative,,7,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_MITIGATED-P-0017,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0156,SEVERE_MITIGATED,proposed,FIRST_MANDATORY_PAYMENT_FAILURE,2027-10-31,MANDATORY_PAYMENT_FAILURE,5.00863961923960611212718408,"unpaid cash interest, scheduled term principal or retained mandatory obligation",SCHEDULED_TERM_PRINCIPAL,16.25,11.24136038076039388787281592,5.00863961923960611212718408,yes,no,11.24136038076039388787281592,0,adverse_conservative,interim_mandatory_payment_failure,8,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_MITIGATED-P-0021,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0157,SEVERE_MITIGATED,proposed,FIRST_SCHEDULED_INTEREST_FAILURE,2027-11-30,MANDATORY_PAYMENT_FAILURE,5.706575578163314106108632166,cash-interest shortfall >0,CASH_INTEREST,5.963710451280736186984108306,0.25713487311742208087547614,5.706575578163314106108632166,yes,no,0.25713487311742208087547614,0,adverse_conservative,interim_mandatory_payment_failure,9,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_MITIGATED-P-0022,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0158,SEVERE_MITIGATED,proposed,FIRST_SCHEDULED_PRINCIPAL_FAILURE,2027-10-31,MANDATORY_PAYMENT_FAILURE,5.00863961923960611212718408,scheduled-term-principal shortfall >0,SCHEDULED_TERM_PRINCIPAL,16.25,11.24136038076039388787281592,5.00863961923960611212718408,yes,no,11.24136038076039388787281592,0,adverse_conservative,interim_mandatory_payment_failure,8,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_MITIGATED-P-0021,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0159,SEVERE_MITIGATED,proposed,FIRST_RETAINED_OBLIGATION_FAILURE,2027-11-30,MANDATORY_PAYMENT_FAILURE,0.5691666666666666666666666667,retained-obligation shortfall >0,RETAINED_MANDATORY_OBLIGATION,0.5691666666666666666666666667,0,0.5691666666666666666666666667,yes,no,,,adverse_conservative,interim_mandatory_payment_failure,9,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_MITIGATED-P-0022,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0160,SEVERE_MITIGATED,proposed,FIRST_DISTRIBUTION_RESTRICTION_FLAG,2026-02-28,WARNING,0.4166666666666666666666666667,narrow or broad analytical flag; not a payment default,,,,,no,no,,,adverse_conservative,,2,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_MITIGATED-P-0001,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0161,SEVERE_MITIGATED,proposed,EXISTING_MATURITY_SHORTFALL,,NOT_APPLICABLE,,unfunded at existing maturity,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,SEVERE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0162,SEVERE_MITIGATED,proposed,PROPOSED_MATURITY_SHORTFALL,2031-01-31,MATURITY_SHORTFALL,552.112862534656563368911288,unfunded at proposed maturity,MATURITY_PRINCIPAL,552.112862534656563368911288,0,552.112862534656563368911288,no,no,,,adverse_conservative,maturity_shortfall,10,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_MITIGATED-P-0060,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0163,SEVERE_MITIGATED,existing,OPENING_REVOLVER_EXPOSURE,OPENING_POSITION,WARNING,207.39771875,opening balance,,,,,,,,,adverse_conservative,,1,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,SEVERE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0164,SEVERE_MITIGATED,existing,FIRST_INCREMENTAL_POST_CLOSING_DRAW,2026-02-28,WARNING,23.82003010191641406811391766,>0 incremental draw,,,,,no,no,,,adverse_conservative,,2,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_MITIGATED-E-0001,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0165,SEVERE_MITIGATED,existing,FIRST_REVOLVER_REPAYMENT,2026-06-30,WARNING,0.84829396870129376101941565,>0 repayment,,,,,no,no,,,adverse_conservative,,3,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_MITIGATED-E-0005,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0166,SEVERE_MITIGATED,existing,PEAK_SUBSEQUENT_PERIOD_END_REVOLVER,2028-02-29,WARNING,457.8525922184074152864144003,maximum modeled month-end balance after opening,,,,,no,no,,,adverse_conservative,,7,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_MITIGATED-E-0025,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0167,SEVERE_MITIGATED,existing,PEAK_REVOLVER_INCLUDING_OPENING,2028-02-29,WARNING,457.8525922184074152864144003,maximum of opening and subsequent month-end balances,,,,,no,no,,,adverse_conservative,,7,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_MITIGATED-E-0025,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0168,SEVERE_MITIGATED,existing,FIRST_LIQUIDITY_WARNING,2027-05-31,BREACHED_ANALYTICAL_THRESHOLD,49.337836848944218232729255,usable liquidity <50,,,,,no,no,,,adverse_conservative,,6,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_MITIGATED-E-0016,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0169,SEVERE_MITIGATED,existing,FIRST_CASH_FLOOR_FAILURE,,PASS,,cash-floor shortfall >0,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,SEVERE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0170,SEVERE_MITIGATED,existing,FIRST_ANALYTICAL_LEVERAGE_FAILURE,2026-10-31,BREACHED_ANALYTICAL_THRESHOLD,5.655423911253936962320874229,above analytical threshold,,,,,no,no,,,adverse_conservative,,4,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_MITIGATED-E-0009,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0171,SEVERE_MITIGATED,existing,FIRST_ANALYTICAL_COVERAGE_FAILURE,2027-01-31,BREACHED_ANALYTICAL_THRESHOLD,1.852375207899728604634319103,below 3.00x,,,,,no,no,,,adverse_conservative,,5,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_MITIGATED-E-0012,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0172,SEVERE_MITIGATED,existing,FIRST_NO_WAIVER_DRAWABILITY_SHUTOFF,,NOT_APPLICABLE,,new draws unavailable,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,SEVERE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0173,SEVERE_MITIGATED,existing,FIRST_REVOLVER_CAPACITY_EXHAUSTION,,PASS,,nominal revolver availability <=0,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,SEVERE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0174,SEVERE_MITIGATED,existing,FIRST_MANDATORY_PAYMENT_FAILURE,,PASS,,"unpaid cash interest, scheduled term principal or retained mandatory obligation",,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,SEVERE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0175,SEVERE_MITIGATED,existing,FIRST_SCHEDULED_INTEREST_FAILURE,,PASS,,cash-interest shortfall >0,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,SEVERE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0176,SEVERE_MITIGATED,existing,FIRST_SCHEDULED_PRINCIPAL_FAILURE,,PASS,,scheduled-term-principal shortfall >0,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,SEVERE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0177,SEVERE_MITIGATED,existing,FIRST_RETAINED_OBLIGATION_FAILURE,,PASS,,retained-obligation shortfall >0,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,SEVERE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0178,SEVERE_MITIGATED,existing,FIRST_DISTRIBUTION_RESTRICTION_FLAG,,PASS,,narrow or broad analytical flag; not a payment default,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,SEVERE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0179,SEVERE_MITIGATED,existing,EXISTING_MATURITY_SHORTFALL,2029-07-31,MATURITY_SHORTFALL,660.7809458638400880886680856,unfunded at existing maturity,MATURITY_PRINCIPAL,660.7809458638400880886680856,0,660.7809458638400880886680856,no,no,,,adverse_conservative,maturity_shortfall,8,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_MITIGATED-E-0042,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0180,SEVERE_MITIGATED,existing,PROPOSED_MATURITY_SHORTFALL,,NOT_APPLICABLE,,unfunded at proposed maturity,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,SEVERE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0181,MODERATE_NO_WAIVER,proposed,OPENING_REVOLVER_EXPOSURE,OPENING_POSITION,WARNING,29.89771875,opening balance,,,,,,,,,adverse_conservative,,1,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,MODERATE_NO_WAIVER,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0182,MODERATE_NO_WAIVER,proposed,FIRST_INCREMENTAL_POST_CLOSING_DRAW,2026-02-28,WARNING,15.96388007822948952786475914,>0 incremental draw,,,,,no,no,,,adverse_conservative,,2,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-MODERATE_NO_WAIVER-P-0001,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0183,MODERATE_NO_WAIVER,proposed,FIRST_REVOLVER_REPAYMENT,2026-06-30,WARNING,2.28272567264091338950081445,>0 repayment,,,,,no,no,,,adverse_conservative,,3,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-MODERATE_NO_WAIVER-P-0005,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0184,MODERATE_NO_WAIVER,proposed,PEAK_SUBSEQUENT_PERIOD_END_REVOLVER,2026-10-31,WARNING,123.4603528853292502871974204,maximum modeled month-end balance after opening,,,,,no,no,,,adverse_conservative,,4,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-MODERATE_NO_WAIVER-P-0009,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0185,MODERATE_NO_WAIVER,proposed,PEAK_REVOLVER_INCLUDING_OPENING,2026-10-31,WARNING,123.4603528853292502871974204,maximum of opening and subsequent month-end balances,,,,,no,no,,,adverse_conservative,,4,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-MODERATE_NO_WAIVER-P-0009,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0186,MODERATE_NO_WAIVER,proposed,FIRST_LIQUIDITY_WARNING,2026-11-30,BREACHED_ANALYTICAL_THRESHOLD,0,usable liquidity <50,,,,,no,yes,,,adverse_conservative,,5,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-MODERATE_NO_WAIVER-P-0010,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
