record_id,output_file,layer,metric_or_item,value,units,source_ids,document_titles,source_urls,publication_dates,source_reference,classification,owner_review_status,notes
DS-0193,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2030-04-30,24.375,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0194,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2030-07-31,24.375,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0195,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2030-10-31,24.375,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0196,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2031-01-31,186.875,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
MT-0001,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,reported_bank_facility_principal_payments,25,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,,supported,not_applicable_existing_fact,Reported fiscal-year bank-facility principal payments.
MT-0002,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,reported_bank_facility_principal_payments,25,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,,supported,not_applicable_existing_fact,Reported fiscal-year bank-facility principal payments.
MT-0003,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,reported_bank_facility_principal_payments,25,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,,supported,not_applicable_existing_fact,Reported fiscal-year bank-facility principal payments.
MT-0004,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,reported_bank_facility_principal_payments,566.25,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,,supported,not_applicable_existing_fact,"The $566.25m FY2029 amount is total bank-facility principal paid in Quanex FY2029: $18.75m of quarterly Term A installments, $375.00m Term A balloon and $172.50m revolver, assuming unchanged revolver principal. It is not a maturity-date balloon."
MT-0005,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,finance_leases_and_other_contractual_payments,8.351,USD_millions,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,,supported,not_applicable_existing_fact,$24.874m aggregate present-value discount reconciles $87.493m payments to $62.619m carrying/principal amount; instrument split is not public.
MT-0006,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,finance_leases_and_other_contractual_payments,8.031,USD_millions,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,,supported,not_applicable_existing_fact,$24.874m aggregate present-value discount reconciles $87.493m payments to $62.619m carrying/principal amount; instrument split is not public.
MT-0007,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,finance_leases_and_other_contractual_payments,6.83,USD_millions,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,,supported,not_applicable_existing_fact,$24.874m aggregate present-value discount reconciles $87.493m payments to $62.619m carrying/principal amount; instrument split is not public.
MT-0008,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,finance_leases_and_other_contractual_payments,6.498,USD_millions,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,,supported,not_applicable_existing_fact,$24.874m aggregate present-value discount reconciles $87.493m payments to $62.619m carrying/principal amount; instrument split is not public.
MT-0009,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,finance_leases_and_other_contractual_payments,6.146,USD_millions,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,,supported,not_applicable_existing_fact,$24.874m aggregate present-value discount reconciles $87.493m payments to $62.619m carrying/principal amount; instrument split is not public.
MT-0010,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,finance_leases_and_other_contractual_payments,51.637,USD_millions,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,,supported,not_applicable_existing_fact,$24.874m aggregate present-value discount reconciles $87.493m payments to $62.619m carrying/principal amount; instrument split is not public.
MT-0011,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,operating_lease_contractual_payments,23.884,USD_millions,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,,supported,not_applicable_existing_fact,$59.302m aggregate present-value discount reconciles $220.207m payments to $160.905m lease liability.
MT-0012,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,operating_lease_contractual_payments,21.242,USD_millions,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,,supported,not_applicable_existing_fact,$59.302m aggregate present-value discount reconciles $220.207m payments to $160.905m lease liability.
MT-0013,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,operating_lease_contractual_payments,19.576,USD_millions,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,,supported,not_applicable_existing_fact,$59.302m aggregate present-value discount reconciles $220.207m payments to $160.905m lease liability.
MT-0014,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,operating_lease_contractual_payments,18.314,USD_millions,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,,supported,not_applicable_existing_fact,$59.302m aggregate present-value discount reconciles $220.207m payments to $160.905m lease liability.
MT-0015,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,operating_lease_contractual_payments,16.982,USD_millions,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,,supported,not_applicable_existing_fact,$59.302m aggregate present-value discount reconciles $220.207m payments to $160.905m lease liability.
MT-0016,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,operating_lease_contractual_payments,120.209,USD_millions,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,,supported,not_applicable_existing_fact,$59.302m aggregate present-value discount reconciles $220.207m payments to $160.905m lease liability.
MT-0017,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,term_principal_outstanding_at_beginning_of_period,393.75,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,,supported_calculation,not_applicable_existing_fact,
MT-0018,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,revolver_principal_outstanding_at_beginning_of_period,172.5,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,,supported_calculation,not_applicable_existing_fact,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0019,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,total_funded_principal_outstanding_at_beginning_of_period,566.25,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,,supported_calculation,not_applicable_existing_fact,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0020,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,scheduled_term_principal_payments_during_period,18.75,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,,supported_calculation,not_applicable_existing_fact,
MT-0021,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,final_scheduled_term_installment_due_on_maturity_date,0,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,,supported_calculation,not_applicable_existing_fact,
MT-0022,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,post_installment_term_balloon,375,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,,supported_calculation,not_applicable_existing_fact,
MT-0023,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,total_term_principal_due_on_maturity_date,375,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,,supported_calculation,not_applicable_existing_fact,
MT-0024,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,revolver_principal_due_on_maturity_date,172.5,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,,supported_calculation,not_applicable_existing_fact,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0025,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,total_funded_principal_due_on_maturity_date,547.5,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,,supported_calculation,not_applicable_existing_fact,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0026,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,total_funded_principal_payments_during_period,566.25,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,,supported_calculation,not_applicable_existing_fact,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0027,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,revolver_unchanged_through_maturity_assumption,172.5,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,,supported_calculation,not_applicable_existing_fact,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0028,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,retained_finance_leases_and_other_debt_maturities,6.498,USD_millions,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,,supported,not_applicable_existing_fact,Shown separately from funded principal and at undiscounted contractual payment amounts.
MT-0029,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,term_principal_outstanding_at_beginning_of_period,400,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,,supported_calculation,not_applicable_existing_fact,
MT-0030,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,revolver_principal_outstanding_at_beginning_of_period,172.5,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,,supported_calculation,not_applicable_existing_fact,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0031,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,total_funded_principal_outstanding_at_beginning_of_period,572.5,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,,supported_calculation,not_applicable_existing_fact,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0032,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,scheduled_term_principal_payments_during_period,25,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,,supported_calculation,not_applicable_existing_fact,
MT-0033,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,final_scheduled_term_installment_due_on_maturity_date,0,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,,supported_calculation,not_applicable_existing_fact,
MT-0034,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,post_installment_term_balloon,375,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,,supported_calculation,not_applicable_existing_fact,
MT-0035,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,total_term_principal_due_on_maturity_date,375,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,,supported_calculation,not_applicable_existing_fact,
MT-0036,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,revolver_principal_due_on_maturity_date,172.5,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,,supported_calculation,not_applicable_existing_fact,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0037,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,total_funded_principal_due_on_maturity_date,547.5,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,,supported_calculation,not_applicable_existing_fact,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0038,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,total_funded_principal_payments_during_period,572.5,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,,supported_calculation,not_applicable_existing_fact,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0039,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,revolver_unchanged_through_maturity_assumption,172.5,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,,supported_calculation,not_applicable_existing_fact,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0040,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,retained_finance_leases_and_other_debt_maturities,,USD_millions,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,,not_determinable_from_annual_maturity_buckets,not_applicable_existing_fact,The public annual maturity buckets do not support an exact allocation to this period.
MT-0041,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,term_principal_outstanding_at_beginning_of_period,488,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,
MT-0042,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,revolver_principal_outstanding_at_beginning_of_period,0,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0043,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,total_funded_principal_outstanding_at_beginning_of_period,488,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0044,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,scheduled_term_principal_payments_during_period,8,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,
MT-0045,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,final_scheduled_term_installment_due_on_maturity_date,8,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,
MT-0046,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,post_installment_term_balloon,480,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,
MT-0047,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,total_term_principal_due_on_maturity_date,488,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,
MT-0048,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,revolver_principal_due_on_maturity_date,0,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0049,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,total_funded_principal_due_on_maturity_date,488,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0050,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,total_funded_principal_payments_during_period,488,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0051,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,revolver_unchanged_through_maturity_assumption,0,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0052,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,retained_finance_leases_and_other_debt_maturities,,USD_millions,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,,not_determinable_from_annual_maturity_buckets,owner_reviewed_for_phase5_testing,The public annual maturity buckets do not support an exact allocation to this period.
MT-0053,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,term_principal_outstanding_at_beginning_of_period,512,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,
MT-0054,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,revolver_principal_outstanding_at_beginning_of_period,0,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0055,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,total_funded_principal_outstanding_at_beginning_of_period,512,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0056,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,scheduled_term_principal_payments_during_period,32,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,
MT-0057,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,final_scheduled_term_installment_due_on_maturity_date,8,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,
MT-0058,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,post_installment_term_balloon,480,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,
MT-0059,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,total_term_principal_due_on_maturity_date,488,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,
MT-0060,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,revolver_principal_due_on_maturity_date,0,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0061,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,total_funded_principal_due_on_maturity_date,488,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0062,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,total_funded_principal_payments_during_period,512,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0063,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,revolver_unchanged_through_maturity_assumption,0,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0064,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,retained_finance_leases_and_other_debt_maturities,,USD_millions,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,,not_determinable_from_annual_maturity_buckets,owner_reviewed_for_phase5_testing,The public annual maturity buckets do not support an exact allocation to this period.
MT-0065,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,term_principal_outstanding_at_beginning_of_period,336,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,
