ledger_id,artifact_path,record_type,record_id,source_ids,upstream_ids,classification,review_status,source_date,cutoff_status,notes
P6L-00915,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0094,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00916,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0095,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00917,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0096,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00918,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0097,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00919,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0098,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00920,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0099,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00921,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0100,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00922,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0101,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00923,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0102,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00924,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0103,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00925,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0104,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00926,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0105,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00927,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0106,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00928,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0107,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00929,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0108,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00930,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0109,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00931,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0110,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00932,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0111,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00933,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0112,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00934,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0113,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00935,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0114,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00936,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0115,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00937,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0116,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00938,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0117,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00939,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0118,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00940,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0119,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00941,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0120,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00942,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0121,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00943,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0122,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00944,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0123,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00945,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0124,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00946,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0125,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00947,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0126,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00948,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0127,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00949,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0128,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00950,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0129,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00951,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0130,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00952,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0131,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00953,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0132,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00954,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0133,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00955,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0134,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00956,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0135,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00957,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0136,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00958,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0137,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00959,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0138,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00960,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0139,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00961,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0140,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00962,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0141,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00963,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0142,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00964,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0143,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00965,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0144,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00966,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0145,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00967,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0146,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00968,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0147,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00969,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0148,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00970,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0149,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00971,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0150,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00972,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0151,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00973,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0152,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00974,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0153,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00975,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0154,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00976,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0155,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00977,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0156,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00978,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0157,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00979,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0158,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00980,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0159,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00981,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0160,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00982,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0161,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00983,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0162,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
P6L-00984,data/phase6/processed/QUARTERLY_STRESS_FORECAST.csv,quarterly_stress_forecast,P6Q-0163,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_quarterly_stress,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,Quarter aggregates monthly provisional allocations; actual monthly seasonality is unavailable.
