comparison_id,candidate_id,candidate_name,scenario_id,scenario_treatment,opening_term_principal,opening_revolver,opening_bank_debt,retained_other_funded_debt,opening_gross_funded_debt,opening_gross_funded_leverage,zero_cash_net_leverage,capped_25m_cash_net_leverage_diagnostic,cash_eligibility_status,annual_amortization_percent,annual_scheduled_term_principal,cumulative_scheduled_principal_paid,cumulative_cash_sweep,cumulative_cash_interest,revolver_commitment,letters_of_credit,opening_revolver_availability,opening_usable_liquidity,subsequent_minimum_usable_liquidity,subsequent_minimum_liquidity_date,all_in_minimum_usable_liquidity,all_in_minimum_liquidity_date,peak_revolver_including_opening,peak_revolver_date,first_analytical_threshold_failure,first_50m_liquidity_warning,first_cash_floor_failure,revolver_capacity_exhaustion_date,first_mandatory_payment_failure_date,failed_obligation_type,maturity_date,unsupported_maturity_gap,overall_path_status,required_non_debt_contribution,source_ids,upstream_ids,classification,review_status,limitations
P7SC-056,STR-009,Exact 3.25x analytical total-funded-debt boundary / 7.5% amortization,MODERATE_MITIGATED,phase6_operating_case_with_continued_draw_or_waiver_sensitivity,639.85128125,29.89771875,669.749,62.619,732.368,3.25,3.25,3.139058506106219823913660892,pending_information_diagnostic_only,7.5,47.98884609375,239.94423046875,10.07914489742980936575205266,198.3160684339933840682693114,300,6.2,263.90228125,263.90228125,168.1915725664546993347154582,2027-01-31,168.1915725664546993347154582,2027-01-31,125.6084274335453006652845418,2027-01-31,2026-10-31,,,,,,2031-01-31,387.8277821101467992024726343,MATURITY_SHORTFALL,10.14871875,SRC-001;SRC-002;SRC-003,STR-009;MODERATE_MITIGATED;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"Closing exactly at 3.25x activates the inclusive analyst warning but does not breach the proposed 3.50x covenant. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-057,STR-009,Exact 3.25x analytical total-funded-debt boundary / 7.5% amortization,SEVERE_MITIGATED,phase6_operating_case_with_continued_draw_or_waiver_sensitivity,639.85128125,29.89771875,669.749,62.619,732.368,3.25,3.25,3.139058506106219823913660892,pending_information_diagnostic_only,7.5,47.98884609375,234.7493088217024981670130547,0,286.2303650778754740329347233,300,6.2,263.90228125,263.90228125,0,2027-11-30,0,2027-11-30,293.8,2027-11-30,2026-10-31,2027-01-31,2027-11-30,2027-11-30,2028-01-31,SCHEDULED_TERM_PRINCIPAL,2031-01-31,561.718533047864715846747367,MANDATORY_PAYMENT_FAILURE,10.14871875,SRC-001;SRC-002;SRC-003,STR-009;SEVERE_MITIGATED;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"Closing exactly at 3.25x activates the inclusive analyst warning but does not breach the proposed 3.50x covenant. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-058,STR-009,Exact 3.25x analytical total-funded-debt boundary / 7.5% amortization,MODERATE_NO_WAIVER,inherited_phase6_analytical_shutoff_sensitivity,639.85128125,29.89771875,669.749,62.619,732.368,3.25,3.25,3.139058506106219823913660892,pending_information_diagnostic_only,7.5,47.98884609375,239.94423046875,0,200.6810720456949872412308933,300,6.2,263.90228125,263.90228125,0,2026-11-30,0,2026-11-30,110.7228485832189590642808564,2026-08-31,2026-10-31,2026-11-30,2026-11-30,,,,2031-01-31,400.5287057527785290687816589,LIQUIDITY_FAILURE,10.14871875,SRC-001;SRC-002;SRC-003,STR-009;MODERATE_NO_WAIVER;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"Closing exactly at 3.25x activates the inclusive analyst warning but does not breach the proposed 3.50x covenant. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-059,STR-009,Exact 3.25x analytical total-funded-debt boundary / 7.5% amortization,SEVERE_NO_WAIVER,inherited_phase6_analytical_shutoff_sensitivity,639.85128125,29.89771875,669.749,62.619,732.368,3.25,3.25,3.139058506106219823913660892,pending_information_diagnostic_only,7.5,47.98884609375,212.3092077783626141271849746,0,252.4362967968261149514297712,300,6.2,263.90228125,263.90228125,0,2026-11-30,0,2026-11-30,240.1600192754770106996046805,2026-09-30,2026-10-31,2026-11-30,2026-11-30,,2027-02-28,CASH_INTEREST,2031-01-31,544.0435669714343634828494625,MANDATORY_PAYMENT_FAILURE,10.14871875,SRC-001;SRC-002;SRC-003,STR-009;SEVERE_NO_WAIVER;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"Closing exactly at 3.25x activates the inclusive analyst warning but does not breach the proposed 3.50x covenant. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-060,STR-010,$640m rounded term / $10m contribution / reference revolver,BASE,phase6_operating_case_with_continued_draw_or_waiver_sensitivity,640,29.89771875,669.89771875,62.619,732.51671875,3.25065996321180062482249361,3.25065996321180062482249361,3.139718469318020448736154502,pending_information_diagnostic_only,7.5,48,240,54.61565338530812085055787856,169.0853928050162731024484624,300,6.2,263.90228125,263.90228125,270.3138952390046777486444724,2026-02-28,263.90228125,OPENING_POSITION,29.89771875,OPENING_POSITION,,,,,,,2031-01-31,331.4793515754539697210585334,MATURITY_SHORTFALL,10,SRC-001;SRC-002;SRC-003,STR-010;BASE;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"The structure exceeds the 3.25x analytical sizing boundary by $0.149m and therefore remains an unselected sizing exception. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-061,STR-010,$640m rounded term / $10m contribution / reference revolver,MODERATE_UNMITIGATED,phase6_operating_case_with_continued_draw_or_waiver_sensitivity,640,29.89771875,669.89771875,62.619,732.51671875,3.25065996321180062482249361,3.25065996321180062482249361,3.139718469318020448736154502,pending_information_diagnostic_only,7.5,48,240,0,201.9958250289094634158556126,300,6.2,263.90228125,263.90228125,164.3102137001863151793375504,2027-01-31,164.3102137001863151793375504,2027-01-31,129.4897862998136848206624496,2027-01-31,2026-10-31,,,,,,2031-01-31,415.4062574550628785500589353,MATURITY_SHORTFALL,10,SRC-001;SRC-002;SRC-003,STR-010;MODERATE_UNMITIGATED;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"The structure exceeds the 3.25x analytical sizing boundary by $0.149m and therefore remains an unselected sizing exception. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-062,STR-010,$640m rounded term / $10m contribution / reference revolver,SEVERE_UNMITIGATED,phase6_operating_case_with_continued_draw_or_waiver_sensitivity,640,29.89771875,669.89771875,62.619,732.51671875,3.25065996321180062482249361,3.25065996321180062482249361,3.139718469318020448736154502,pending_information_diagnostic_only,7.5,48,228,0,282.6640810856865921771000596,300,6.2,263.90228125,263.90228125,0,2027-07-31,0,2027-07-31,293.8,2027-07-31,2026-10-31,2026-11-30,2027-07-31,2027-07-31,2027-11-30,RETAINED_MANDATORY_OBLIGATION,2031-01-31,609.5621631585396888604714399,MANDATORY_PAYMENT_FAILURE,10,SRC-001;SRC-002;SRC-003,STR-010;SEVERE_UNMITIGATED;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"The structure exceeds the 3.25x analytical sizing boundary by $0.149m and therefore remains an unselected sizing exception. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-063,STR-010,$640m rounded term / $10m contribution / reference revolver,MODERATE_MITIGATED,phase6_operating_case_with_continued_draw_or_waiver_sensitivity,640,29.89771875,669.89771875,62.619,732.51671875,3.25065996321180062482249361,3.25065996321180062482249361,3.139718469318020448736154502,pending_information_diagnostic_only,7.5,48,240,10.02557393038505782567505894,198.3726740747200151612190632,300,6.2,263.90228125,263.90228125,168.1687235359781566700313743,2027-01-31,168.1687235359781566700313743,2027-01-31,125.6312764640218433299686257,2027-01-31,2026-10-31,,,,,,2031-01-31,388.0331065008734302954223864,MATURITY_SHORTFALL,10,SRC-001;SRC-002;SRC-003,STR-010;MODERATE_MITIGATED;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"The structure exceeds the 3.25x analytical sizing boundary by $0.149m and therefore remains an unselected sizing exception. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-064,STR-010,$640m rounded term / $10m contribution / reference revolver,SEVERE_MITIGATED,phase6_operating_case_with_continued_draw_or_waiver_sensitivity,640,29.89771875,669.89771875,62.619,732.51671875,3.25065996321180062482249361,3.25065996321180062482249361,3.139718469318020448736154502,pending_information_diagnostic_only,7.5,48,234.7557931960587980375358923,0,286.2962458133314958685759901,300,6.2,263.90228125,263.90228125,0,2027-11-30,0,2027-11-30,293.8,2027-11-30,2026-10-31,2027-01-31,2027-11-30,2027-11-30,2028-01-31,SCHEDULED_TERM_PRINCIPAL,2031-01-31,561.9331325333207376823886333,MANDATORY_PAYMENT_FAILURE,10,SRC-001;SRC-002;SRC-003,STR-010;SEVERE_MITIGATED;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"The structure exceeds the 3.25x analytical sizing boundary by $0.149m and therefore remains an unselected sizing exception. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-065,STR-010,$640m rounded term / $10m contribution / reference revolver,MODERATE_NO_WAIVER,inherited_phase6_analytical_shutoff_sensitivity,640,29.89771875,669.89771875,62.619,732.51671875,3.25065996321180062482249361,3.25065996321180062482249361,3.139718469318020448736154502,pending_information_diagnostic_only,7.5,48,240,0,200.7406317434918898237989116,300,6.2,263.90228125,263.90228125,0,2026-11-30,0,2026-11-30,110.7351398869859546248866318,2026-08-31,2026-10-31,2026-11-30,2026-11-30,,,,2031-01-31,400.7270034600250148624679476,LIQUIDITY_FAILURE,10,SRC-001;SRC-002;SRC-003,STR-010;MODERATE_NO_WAIVER;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"The structure exceeds the 3.25x analytical sizing boundary by $0.149m and therefore remains an unselected sizing exception. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-066,STR-010,$640m rounded term / $10m contribution / reference revolver,SEVERE_NO_WAIVER,inherited_phase6_analytical_shutoff_sensitivity,640,29.89771875,669.89771875,62.619,732.51671875,3.25065996321180062482249361,3.25065996321180062482249361,3.139718469318020448736154502,pending_information_diagnostic_only,7.5,48,212.3504915110737855000068617,0,252.4823566918310332241709356,300,6.2,263.90228125,263.90228125,0,2026-11-30,0,2026-11-30,240.1743404793037948125855332,2026-09-30,2026-10-31,2026-11-30,2026-11-30,,2027-02-28,CASH_INTEREST,2031-01-31,544.2275939605277990572511092,MANDATORY_PAYMENT_FAILURE,10,SRC-001;SRC-002;SRC-003,STR-010;SEVERE_NO_WAIVER;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"The structure exceeds the 3.25x analytical sizing boundary by $0.149m and therefore remains an unselected sizing exception. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-067,STR-011,$640m rounded term / exact non-debt source / reallocated revolver,BASE,phase6_operating_case_with_continued_draw_or_waiver_sensitivity,640,29.749,669.749,62.619,732.368,3.25,3.25,3.139058506106219823913660892,pending_information_diagnostic_only,7.5,48,240,54.78580348756652743097102267,169.0430869131742959444255394,300,6.2,264.051,264.051,270.4634304592482193185161634,2026-02-28,264.051,OPENING_POSITION,29.749,OPENING_POSITION,,,,,,,2031-01-31,331.2883269336119925630356106,MATURITY_SHORTFALL,10.14871875,SRC-001;SRC-002;SRC-003,STR-011;BASE;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"The exact $10.149m non-debt source remains unsupported and closing exactly at 3.25x activates the inclusive analyst warning. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-068,STR-011,$640m rounded term / exact non-debt source / reallocated revolver,MODERATE_UNMITIGATED,phase6_operating_case_with_continued_draw_or_waiver_sensitivity,640,29.749,669.749,62.619,732.368,3.25,3.25,3.139058506106219823913660892,pending_information_diagnostic_only,7.5,48,240,0,201.9351308840636736844379305,300,6.2,264.051,264.051,164.4706275744128596409732022,2027-01-31,164.4706275744128596409732022,2027-01-31,129.3293724255871403590267978,2027-01-31,2026-10-31,,,,,,2031-01-31,415.1968445602170888186412539,MATURITY_SHORTFALL,10.14871875,SRC-001;SRC-002;SRC-003,STR-011;MODERATE_UNMITIGATED;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"The exact $10.149m non-debt source remains unsupported and closing exactly at 3.25x activates the inclusive analyst warning. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-069,STR-011,$640m rounded term / exact non-debt source / reallocated revolver,SEVERE_UNMITIGATED,phase6_operating_case_with_continued_draw_or_waiver_sensitivity,640,29.749,669.749,62.619,732.368,3.25,3.25,3.139058506106219823913660892,pending_information_diagnostic_only,7.5,48,228,0,282.6442839098422206031988866,300,6.2,264.051,264.051,0,2027-07-31,0,2027-07-31,293.8,2027-07-31,2026-10-31,2026-11-30,2027-07-31,2027-07-31,2027-11-30,RETAINED_MANDATORY_OBLIGATION,2031-01-31,609.5621631585396888604714399,MANDATORY_PAYMENT_FAILURE,10.14871875,SRC-001;SRC-002;SRC-003,STR-011;SEVERE_UNMITIGATED;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"The exact $10.149m non-debt source remains unsupported and closing exactly at 3.25x activates the inclusive analyst warning. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-070,STR-011,$640m rounded term / exact non-debt source / reallocated revolver,MODERATE_MITIGATED,phase6_operating_case_with_continued_draw_or_waiver_sensitivity,640,29.749,669.749,62.619,732.368,3.25,3.25,3.139058506106219823913660892,pending_information_diagnostic_only,7.5,48,240,10.12551886022888619502568418,198.3198613695596735415512287,300,6.2,264.051,264.051,168.3291374102047011316670261,2027-01-31,168.3291374102047011316670261,2027-01-31,125.4708625897952988683329739,2027-01-31,2026-10-31,,,,,,2031-01-31,387.8315750457130886757545519,MATURITY_SHORTFALL,10.14871875,SRC-001;SRC-002;SRC-003,STR-011;MODERATE_MITIGATED;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"The exact $10.149m non-debt source remains unsupported and closing exactly at 3.25x activates the inclusive analyst warning. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-071,STR-011,$640m rounded term / exact non-debt source / reallocated revolver,SEVERE_MITIGATED,phase6_operating_case_with_continued_draw_or_waiver_sensitivity,640,29.749,669.749,62.619,732.368,3.25,3.25,3.139058506106219823913660892,pending_information_diagnostic_only,7.5,48,234.9291924997656545073882634,0,286.2331491648532968116829153,300,6.2,264.051,264.051,0,2027-11-30,0,2027-11-30,293.8,2027-11-30,2026-10-31,2027-01-31,2027-11-30,2027-11-30,2028-01-31,SCHEDULED_TERM_PRINCIPAL,2031-01-31,561.7213171348425386254955582,MANDATORY_PAYMENT_FAILURE,10.14871875,SRC-001;SRC-002;SRC-003,STR-011;SEVERE_MITIGATED;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"The exact $10.149m non-debt source remains unsupported and closing exactly at 3.25x activates the inclusive analyst warning. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-072,STR-011,$640m rounded term / exact non-debt source / reallocated revolver,MODERATE_NO_WAIVER,inherited_phase6_analytical_shutoff_sensitivity,640,29.749,669.749,62.619,732.368,3.25,3.25,3.139058506106219823913660892,pending_information_diagnostic_only,7.5,48,240,0,200.6804634204751160125975484,300,6.2,264.051,264.051,0,2026-11-30,0,2026-11-30,110.5797067863439581854128798,2026-08-31,2026-10-31,2026-11-30,2026-11-30,,,,2031-01-31,400.5225929765953506965012547,LIQUIDITY_FAILURE,10.14871875,SRC-001;SRC-002;SRC-003,STR-011;MODERATE_NO_WAIVER;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"The exact $10.149m non-debt source remains unsupported and closing exactly at 3.25x activates the inclusive analyst warning. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-073,STR-011,$640m rounded term / exact non-debt source / reallocated revolver,SEVERE_NO_WAIVER,inherited_phase6_analytical_shutoff_sensitivity,640,29.749,669.749,62.619,732.368,3.25,3.25,3.139058506106219823913660892,pending_information_diagnostic_only,7.5,48,212.3539136595497621430295906,0,252.4323738712434990445784168,300,6.2,264.051,264.051,0,2026-11-30,0,2026-11-30,240.0168774786020090514438321,2026-09-30,2026-10-31,2026-11-30,2026-11-30,,2027-02-28,CASH_INTEREST,2031-01-31,544.0342301019048621151814484,MANDATORY_PAYMENT_FAILURE,10.14871875,SRC-001;SRC-002;SRC-003,STR-011;SEVERE_NO_WAIVER;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"The exact $10.149m non-debt source remains unsupported and closing exactly at 3.25x activates the inclusive analyst warning. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
