headroom_id,test_id,scenario_id,period_end,framework,metric,actual,threshold,ratio_or_amount_headroom,debt_headroom,break_even_ebitda,earnings_cushion,units,status,formula,source_ids,upstream_ids,review_status,limitations
P7H-00416,P7CT-0104,MODERATE_NO_WAIVER,2026-10-31,analyst_warning,analyst_leverage_warning,4.215012332481603705258689681,3.25,-0.965012332481603705258689681,,,,turns,breached,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0104,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00417,P7CT-0105,MODERATE_NO_WAIVER,2027-01-31,proposed_contractual,gross_funded_leverage,4.378743433190989811687069384,3.5,-0.878743433190989811687069384,-152.428842636231175337604126,217.0133815147496009918682385,,turns,breached,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0105,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00418,P7CT-0105,MODERATE_NO_WAIVER,2027-01-31,proposed_contractual,cash_interest_coverage,3.218171493292327243011830521,3,0.218171493292327243011830521,,,11.7596360311640241573559546,turns,warning,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0105,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00419,P7CT-0105,MODERATE_NO_WAIVER,2027-01-31,proposed_contractual,usable_liquidity,0,50,-50,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0105,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00420,P7CT-0105,MODERATE_NO_WAIVER,2027-01-31,analyst_warning,analyst_leverage_warning,4.378743433190989811687069384,3.25,-1.128743433190989811687069384,,,,turns,breached,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0105,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00421,P7CT-0106,MODERATE_NO_WAIVER,2027-04-30,proposed_contractual,gross_funded_leverage,4.236098241103197450268034578,3.5,-0.736098241103197450268034578,-129.9159954502299729832947661,213.6115958004638867061539528,,turns,breached,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0106,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00422,P7CT-0106,MODERATE_NO_WAIVER,2027-04-30,proposed_contractual,cash_interest_coverage,3.29925743281176528836474993,3,0.29925743281176528836474993,,,16.0086823611686289123734965,turns,warning,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0106,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00423,P7CT-0106,MODERATE_NO_WAIVER,2027-04-30,proposed_contractual,usable_liquidity,0,50,-50,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0106,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00424,P7CT-0106,MODERATE_NO_WAIVER,2027-04-30,analyst_warning,analyst_leverage_warning,4.236098241103197450268034578,3.25,-0.986098241103197450268034578,,,,turns,breached,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0106,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00425,P7CT-0107,MODERATE_NO_WAIVER,2027-07-31,proposed_contractual,gross_funded_leverage,3.932478659732091399241417926,3.5,-0.432478659732091399241417926,-79.1518540998314952302989868,205.6339132060192162043565193,,turns,breached,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0107,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00426,P7CT-0107,MODERATE_NO_WAIVER,2027-07-31,proposed_contractual,cash_interest_coverage,3.543581067833413419573182419,3,0.543581067833413419573182419,,,28.0749091621868758701156775,turns,compliant,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0107,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00427,P7CT-0107,MODERATE_NO_WAIVER,2027-07-31,proposed_contractual,usable_liquidity,0,50,-50,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0107,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00428,P7CT-0107,MODERATE_NO_WAIVER,2027-07-31,analyst_warning,analyst_leverage_warning,3.932478659732091399241417926,3.25,-0.682478659732091399241417926,,,,turns,breached,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0107,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00429,P7CT-0108,MODERATE_NO_WAIVER,2027-10-31,proposed_contractual,gross_funded_leverage,3.561131846858902831327547557,3.5,-0.061131846858902831327547557,-11.7908205659204433023115971,196.2440611113473986556366573,,turns,breached,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0108,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00430,P7CT-0108,MODERATE_NO_WAIVER,2027-10-31,proposed_contractual,cash_interest_coverage,3.931092473610066616839660158,3,0.931092473610066616839660158,,,45.6831528896481287418207465,turns,compliant,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0108,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00431,P7CT-0108,MODERATE_NO_WAIVER,2027-10-31,proposed_contractual,usable_liquidity,0,50,-50,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0108,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00432,P7CT-0108,MODERATE_NO_WAIVER,2027-10-31,analyst_warning,analyst_leverage_warning,3.561131846858902831327547557,3.25,-0.311131846858902831327547557,,,,turns,breached,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0108,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00433,P7CT-0109,MODERATE_NO_WAIVER,2028-01-31,proposed_contractual,gross_funded_leverage,3.286249916595969455199927092,3.25,-0.036249916595969455199927092,-7.3383054396358305574257419,204.6944180291764584851546374,,turns,breached,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0109,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00434,P7CT-0109,MODERATE_NO_WAIVER,2028-01-31,proposed_contractual,cash_interest_coverage,4.419882238691017546125023902,3,1.419882238691017546125023902,,,65.0324927004949659932035356,turns,compliant,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0109,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00435,P7CT-0109,MODERATE_NO_WAIVER,2028-01-31,proposed_contractual,usable_liquidity,0,50,-50,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0109,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00436,P7CT-0109,MODERATE_NO_WAIVER,2028-01-31,analyst_warning,analyst_leverage_warning,3.286249916595969455199927092,3,-0.286249916595969455199927092,,,,turns,breached,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0109,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00437,P7CT-0110,MODERATE_NO_WAIVER,2028-04-30,proposed_contractual,gross_funded_leverage,3.055908816301253091375057776,3.25,0.194091183698746908624942224,41.1417426154258227500211845,199.3122099870144770674720286,,turns,warning,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0110,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00438,P7CT-0110,MODERATE_NO_WAIVER,2028-04-30,proposed_contractual,cash_interest_coverage,4.940625130438618501106574104,3,1.940625130438618501106574104,,,83.2600413430515059717131632,turns,compliant,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0110,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00439,P7CT-0110,MODERATE_NO_WAIVER,2028-04-30,proposed_contractual,usable_liquidity,0,50,-50,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0110,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00440,P7CT-0110,MODERATE_NO_WAIVER,2028-04-30,analyst_warning,analyst_leverage_warning,3.055908816301253091375057776,3,-0.055908816301253091375057776,,,,turns,warning,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0110,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00441,P7CT-0111,MODERATE_NO_WAIVER,2028-07-31,proposed_contractual,gross_funded_leverage,2.873141600826411212852755602,3.25,0.376858399173588787147244398,82.4638317372038428872829546,193.4456557747893194930680793,,turns,compliant,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0111,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00442,P7CT-0111,MODERATE_NO_WAIVER,2028-07-31,proposed_contractual,cash_interest_coverage,5.408260009235478860711163491,3,2.408260009235478860711163491,,,97.4386196575860462179942959,turns,compliant,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0111,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00443,P7CT-0111,MODERATE_NO_WAIVER,2028-07-31,proposed_contractual,usable_liquidity,0,50,-50,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0111,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00444,P7CT-0111,MODERATE_NO_WAIVER,2028-07-31,analyst_warning,analyst_leverage_warning,2.873141600826411212852755602,3,0.126858399173588787147244398,,,,turns,compliant,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0111,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00445,P7CT-0112,MODERATE_NO_WAIVER,2028-10-31,proposed_contractual,gross_funded_leverage,2.737407105110313541474649503,3.25,0.512592894889686458525350497,113.9302024919541406351042732,187.207100273839861068777595,,turns,compliant,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0112,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00446,P7CT-0112,MODERATE_NO_WAIVER,2028-10-31,proposed_contractual,cash_interest_coverage,5.752392805377088650315848986,3,2.752392805377088650315848986,,,106.3477158984908513316893226,turns,compliant,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0112,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00447,P7CT-0112,MODERATE_NO_WAIVER,2028-10-31,proposed_contractual,usable_liquidity,0,50,-50,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0112,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00448,P7CT-0112,MODERATE_NO_WAIVER,2028-10-31,analyst_warning,analyst_leverage_warning,2.737407105110313541474649503,3,0.262592894889686458525350497,,,,turns,compliant,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0112,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00449,P7CT-0113,MODERATE_NO_WAIVER,2029-01-31,proposed_contractual,gross_funded_leverage,2.683848367932105998739804483,3,0.316151632067894001260195517,70.2684139366578419938507557,198.8389419633265161578423946,,turns,compliant,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0113,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00450,P7CT-0113,MODERATE_NO_WAIVER,2029-01-31,proposed_contractual,cash_interest_coverage,5.933928043113933556451794899,3,2.933928043113933556451794899,,,109.8934747016367130578400658,turns,compliant,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0113,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00451,P7CT-0113,MODERATE_NO_WAIVER,2029-01-31,proposed_contractual,usable_liquidity,0,50,-50,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0113,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00452,P7CT-0113,MODERATE_NO_WAIVER,2029-01-31,analyst_warning,analyst_leverage_warning,2.683848367932105998739804483,2.75,0.066151632067894001260195517,,,,turns,compliant,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0113,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00453,P7CT-0114,MODERATE_NO_WAIVER,2029-04-30,proposed_contractual,gross_funded_leverage,2.630298464233304227271754369,3,0.369701535766695772728245631,82.1699250753952827999862347,194.8701919633265161578423946,,turns,compliant,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0114,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00454,P7CT-0114,MODERATE_NO_WAIVER,2029-04-30,proposed_contractual,cash_interest_coverage,6.110596234526249581271423737,3,3.110596234526249581271423737,,,113.1414369375486255019490374,turns,compliant,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0114,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00455,P7CT-0114,MODERATE_NO_WAIVER,2029-04-30,proposed_contractual,usable_liquidity,0,50,-50,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0114,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00456,P7CT-0114,MODERATE_NO_WAIVER,2029-04-30,analyst_warning,analyst_leverage_warning,2.630298464233304227271754369,2.75,0.119701535766695772728245631,,,,turns,compliant,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0114,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00457,P7CT-0115,MODERATE_NO_WAIVER,2029-07-31,proposed_contractual,gross_funded_leverage,2.53666184095658456606021479,3,0.46333815904341543393978521,102.980883122666452044781653,187.9316229170471815630781497,,turns,compliant,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0115,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00458,P7CT-0115,MODERATE_NO_WAIVER,2029-07-31,proposed_contractual,cash_interest_coverage,6.293211009404907284530846296,3,3.293211009404907284530846296,,,116.3069877255288767728660848,turns,compliant,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0115,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00459,P7CT-0115,MODERATE_NO_WAIVER,2029-07-31,proposed_contractual,usable_liquidity,0,50,-50,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0115,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00460,P7CT-0115,MODERATE_NO_WAIVER,2029-07-31,analyst_warning,analyst_leverage_warning,2.53666184095658456606021479,2.75,0.21333815904341543393978521,,,,turns,compliant,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0115,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00461,P7CT-0116,MODERATE_NO_WAIVER,2029-10-31,proposed_contractual,gross_funded_leverage,2.434579950308140092236464989,3,0.565420049691859907763535011,125.6685586868082815363294835,180.3674710684918469031938874,,turns,compliant,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0116,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00462,P7CT-0116,MODERATE_NO_WAIVER,2029-10-31,proposed_contractual,cash_interest_coverage,6.494577658588425128055625067,3,3.494577658588425128055625067,,,119.5911966494472871093129458,turns,compliant,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0116,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00463,P7CT-0116,MODERATE_NO_WAIVER,2029-10-31,proposed_contractual,usable_liquidity,0,50,-50,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0116,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00464,P7CT-0116,MODERATE_NO_WAIVER,2029-10-31,analyst_warning,analyst_leverage_warning,2.434579950308140092236464989,2.75,0.315420049691859907763535011,,,,turns,compliant,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0116,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00465,P7CT-0117,MODERATE_NO_WAIVER,2030-01-31,proposed_contractual,gross_funded_leverage,2.381018783099809280540243412,3,0.618981216900190719459756588,137.5724069901661838230345929,176.3987210684918469031938874,,turns,compliant,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0117,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00466,P7CT-0117,MODERATE_NO_WAIVER,2030-01-31,proposed_contractual,cash_interest_coverage,6.711405925824930216316315703,3,3.711405925824930216316315703,,,122.9076217376788561874497312,turns,compliant,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0117,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00467,P7CT-0117,MODERATE_NO_WAIVER,2030-01-31,proposed_contractual,usable_liquidity,0,50,-50,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0117,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00468,P7CT-0117,MODERATE_NO_WAIVER,2030-01-31,analyst_warning,analyst_leverage_warning,2.381018783099809280540243412,2.75,0.368981216900190719459756588,,,,turns,compliant,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0117,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00469,P7CT-0118,MODERATE_NO_WAIVER,2030-04-30,proposed_contractual,gross_funded_leverage,2.322089961714211585561830938,3,0.677910038285788414438169062,150.6686315025936631137620158,172.0317333167523445963231883,,turns,compliant,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0118,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00470,P7CT-0118,MODERATE_NO_WAIVER,2030-04-30,proposed_contractual,cash_interest_coverage,6.945318544786442832744808398,3,3.945318544786442832744808398,,,126.2527025583523450943100538,turns,compliant,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0118,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00471,P7CT-0118,MODERATE_NO_WAIVER,2030-04-30,proposed_contractual,usable_liquidity,0,50,-50,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0118,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00472,P7CT-0118,MODERATE_NO_WAIVER,2030-04-30,analyst_warning,analyst_leverage_warning,2.322089961714211585561830938,2.75,0.427910038285788414438169062,,,,turns,compliant,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0118,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00473,P7CT-0119,MODERATE_NO_WAIVER,2030-07-31,proposed_contractual,gross_funded_leverage,2.216137539729101260899170527,3,0.783862460270898739100829473,174.2158049335828789322705396,164.1810925154760908672757375,,turns,compliant,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0119,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00474,P7CT-0119,MODERATE_NO_WAIVER,2030-07-31,proposed_contractual,cash_interest_coverage,7.206622998556443339610136229,3,4.206622998556443339610136229,,,129.7327051990295115984156768,turns,compliant,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0119,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00475,P7CT-0119,MODERATE_NO_WAIVER,2030-07-31,proposed_contractual,usable_liquidity,0,50,-50,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0119,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00476,P7CT-0119,MODERATE_NO_WAIVER,2030-07-31,analyst_warning,analyst_leverage_warning,2.216137539729101260899170527,2.75,0.533862460270898739100829473,,,,turns,compliant,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0119,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00477,P7CT-0120,MODERATE_NO_WAIVER,2030-10-31,proposed_contractual,gross_funded_leverage,2.121022308288363792431461716,3,0.878977691711636207568538284,195.3540526179865151503549984,157.1334166666666666666666667,,turns,compliant,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0120,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00478,P7CT-0120,MODERATE_NO_WAIVER,2030-10-31,proposed_contractual,cash_interest_coverage,7.488780005710237712248379295,3,4.488780005710237712248379295,,,133.2176660742594232449461024,turns,compliant,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0120,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00479,P7CT-0120,MODERATE_NO_WAIVER,2030-10-31,proposed_contractual,usable_liquidity,0,50,-50,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0120,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00480,P7CT-0120,MODERATE_NO_WAIVER,2030-10-31,analyst_warning,analyst_leverage_warning,2.121022308288363792431461716,2.75,0.628977691711636207568538284,,,,turns,compliant,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0120,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00481,P7CT-0121,SEVERE_NO_WAIVER,2026-01-31,proposed_contractual,gross_funded_leverage,3.228471664433044589605225788,3.5,0.271528335566955410394774212,61.18728125,207.8619196428571428571428571,,turns,compliant,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0121,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00482,P7CT-0121,SEVERE_NO_WAIVER,2026-01-31,proposed_contractual,cash_interest_coverage,N/D,3,N/D,,,N/D,turns,not_determinable,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0121,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00483,P7CT-0121,SEVERE_NO_WAIVER,2026-01-31,proposed_contractual,usable_liquidity,263.90228125,50,213.90228125,,,,USD_millions,compliant,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0121,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
